"","late_minutes","reminder","age"
"1",9.24815989622622,1,67.4466342227565
"2",10.3754502857252,1,47.1464803471417
"3",6.4201607359495,0,45.6581629888364
"4",8.53038679834313,1,44.0173132539784
"5",0.542221944191867,1,60.6386384537352
"6",9.91499025568313,1,25.6602909001759
"7",9.29423181091238,1,61.5767668189686
"8",10.8641932512057,0,30.6803871760091
"9",10.4004860299581,1,63.3736382149912
"10",7.82827018547082,1,47.3324985268111
"11",4.50372497014163,0,75.5660702537651
"12",8.05461805141391,1,30.7024082806632
"13",6.09541549234751,1,42.5665764722915
"14",12.2834431989338,0,53.2291316075101
"15",13.6290530860758,0,54.3511080236495
"16",9.08105357184997,1,28.6351886849908
"17",4.03150151863387,1,48.7009087509842
"18",9.49872564246888,0,26.7776462902617
"19",7.85605843727983,0,58.1463804759884
"20",8.48210439888548,1,42.325822184134
"21",5.76425367593809,1,55.4613571677721
"22",-4.18688293124679,0,66.6391034379158
"23",9.12253596708551,1,52.6795581981196
"24",7.93783496204522,1,62.1484054133912
"25",4.00960597588014,0,48.5805893991525
"26",8.81918630153072,1,50.5362185433827
"27",10.5328902723867,0,58.406938055599
"28",2.67967618890067,1,50.470909011407
"29",0.574748938133944,0,45.1450878089743
"30",7.26630193294633,1,34.8033412645953
"31",4.35606452876385,1,65.0024993329074
"32",5.25940609201679,1,79.6107989044075
"33",3.13022009939546,0,64.3808135586511
"34",7.05710717036075,1,65.6389508121306
"35",1.12046802142687,0,40.7188638690626
"36",14.2280858664526,1,51.6730012246283
"37",3.81083610989335,0,51.5699528968438
"38",3.676754332859,0,58.9775974027232
"39",2.0970307372218,1,45.2704543843282
"40",1.91770677199127,1,38.0012666413208
"41",-1.8133170071239,0,47.9092060518228
"42",8.70853002443879,0,92.2224126356065
"43",12.0473634928447,0,44.7923145280743
"44",6.04799713821298,1,64.7987487741129
"45",1.29160230880586,0,24.7532262720726
"46",10.3583330730869,1,94.5226082791907
"47",10.7351085724723,1,28.0026109322151
"48",10.0233789776412,1,52.1076545989452
"49",12.0578084524558,1,50.6656501309588
"50",0.705033597073811,1,47.2935700142794
"51",3.09166068786362,0,25.3504951669594
"52",12.3044645732399,0,35.1937376926428
"53",6.55028202949079,0,66.6470183352
"54",4.87445955480447,1,52.3883822828333
"55",7.0181855282658,0,49.2930130279858
"56",14.9398804558607,1,54.7656163287585
"57",-3.47147763824453,1,52.6415139061377
"58",8.19696881695618,0,52.4928721885838
"59",5.94331162578498,0,61.7181496280955
"60",4.95587413209945,1,59.2524227919258
"61",9.85276879181069,1,69.5314892656889
"62",9.66686260765412,1,48.7567835778371
"63",10.9300058619321,1,55.2399666194566
"64",4.56697848173508,1,17.5697983984109
"65",15.2654130148609,1,70.0773964646412
"66",17.0690071360663,0,63.4202484599895
"67",3.88094839330232,0,46.9561787167702
"68",8.36493919868599,1,78.4041788953447
"69",3.4013995546759,1,46.3822974465335
"70",6.07787521827276,0,55.2805354137239
"71",4.14777015729809,0,27.8704118362391
"72",14.3075041707708,0,53.1900880600532
"73",5.27718651696579,0,38.3810864539728
"74",7.74007339681539,0,40.5657058849097
"75",3.86472083788889,0,78.5194712961981
"76",4.65749249178819,1,67.64684811338
"77",5.43895376433845,0,39.6442499342683
"78",1.54945483022509,0,64.3551044197288
"79",5.30594911169256,1,65.2387239068096
"80",10.58425848321,0,58.9822073387824
"81",4.86086186648139,1,50.1817443476088
"82",0.744322058749766,0,54.0598137559634
"83",6.1999560668871,0,62.9145195518171
"84",3.6508189151354,1,44.29985984866
"85",1.97708540168842,1,73.3643713589676
"86",5.1531151055828,1,48.2236234665878
"87",3.79303311824526,0,67.0377036585662
"88",6.10648556215837,0,54.0384785312406
"89",7.09961052931167,0,40.1291534802919
"90",9.21276386201628,0,49.0508709395722
"91",12.186535262127,1,58.1742454564165
"92",5.48329931567549,0,41.4111307846555
"93",15.0724425561015,0,41.0390088604883
"94",5.03475353966971,1,58.8818683534129
"95",1.19973789825987,1,58.8641210501061
"96",3.03713348222123,1,66.3880912715564
"97",10.133967173079,0,58.1917933443633
"98",7.68568363335512,1,63.8532433175903
"99",8.79157835875636,1,42.4030361034558
"100",11.2695003955687,1,74.9613152334193
"101",4.13984038908376,1,59.8836298451198
"102",12.7923735172458,0,46.0697556776087
"103",10.2161985265498,0,43.1561458914954
"104",5.92700886718938,0,29.4201640941326
"105",4.96832428786608,1,61.7117263750874
"106",5.5883200541162,1,26.6520107484439
"107",3.43597493101796,1,70.5911778838889
"108",3.3783712518145,1,45.8537839862314
"109",12.548452194231,1,55.8409121819695
"110",6.53966787444263,0,35.7976052931194
"111",9.38633776042136,1,62.4678234670206
"112",11.8631668496316,1,71.3671010838042
"113",11.289432817179,1,46.5198957978062
"114",6.5596843497792,0,70.7125655401766
"115",1.42176655068424,1,57.951575262784
"116",8.97339675096715,1,57.18869959937
"117",2.31847091819583,0,59.1161450674607
"118",8.37979937251483,0,39.3515419913358
"119",-1.80893023673983,1,44.5214886604545
"120",13.4641748347851,1,27.8793585275338
"121",11.6692376231721,0,26.5915785431864
"122",12.6037804058937,0,52.7889589598465
"123",12.5504574926558,1,30.1571217321331
"124",0.466289572525174,1,47.6139177614891
"125",2.0544872278637,1,25.1386318285571
"126",8.78772582014319,0,67.4113072389077
"127",5.73827861128428,1,57.3929561591733
"128",4.15728109045088,1,36.7572041558705
"129",7.38721222425399,0,55.7183481981312
"130",10.5518675142227,1,62.9236680753849
"131",6.20562917237605,1,25.3486828200358
"132",4.83942499193056,1,47.272313813921
"133",4.88857627023903,1,48.2808712320921
"134",11.6295401536469,1,56.1408716198094
"135",3.08140157231157,1,39.0872312603374
"136",4.9723893870897,1,60.13049879302
"137",6.15856613115124,1,45.984159319899
"138",-5.7107909533201,0,41.3180548035221
"139",9.31379908881155,1,29.5743747875935
"140",9.13712509290267,1,13.1336294209843
"141",8.84682974622355,0,42.9935092756449
"142",1.61001653461171,0,76.7749970770506
"143",6.96208794411768,0,60.0404094396539
"144",2.58308368306311,1,37.1949206904032
"145",4.9049516754768,1,54.136585114762
"146",5.23689550723577,1,22.0270481167308
"147",3.6999506674818,0,61.4691740577463
"148",-4.77842181133193,1,42.6015825779147
"149",10.0076017289384,0,31.9865321086149
"150",5.93805928016928,0,29.1047617166938
"151",-1.55041208782586,1,73.8572731655399
"152",4.93653210197919,0,44.467377772657
"153",9.30601561807386,1,49.6367040380014
"154",11.0049656736288,0,31.5809381895081
"155",6.31431371195397,1,45.8147940335911
"156",11.6877035234482,1,69.3436938939989
"157",0.00748209038845982,0,33.0232393895546
"158",19.415002488046,0,47.1707305939681
"159",3.86809430824944,0,77.6630467913524
"160",2.66958216567674,1,41.450954283966
"161",9.7330954094698,1,73.4890470769446
"162",7.39604407465752,1,46.5019440720154
"163",15.0533721060631,1,39.8215120335557
"164",5.42313198310254,0,51.7975021760133
"165",5.97392966591903,1,47.3282691343405
"166",12.642749236571,0,57.5267717477746
"167",16.2119189472256,0,50.2807189642795
"168",12.7895153603316,0,31.6261913308552
"169",6.14992384704647,0,36.4149416211861
"170",19.7109224153496,0,45.4732386432581
"171",3.93930163370674,1,39.9110830357028
"172",8.97603144948803,0,32.0893337046407
"173",-3.48196499517316,0,54.9256100858309
"174",9.43111829617199,0,51.6748853993703
"175",12.4676339865207,0,48.6399557275526
"176",13.0705417759394,0,72.5470673823792
"177",5.09281222756165,1,55.5442561636707
"178",11.6323435007445,1,68.3737428603311
"179",14.1566242155149,1,35.5849990901945
"180",-1.95492162602266,1,24.3111874665766
"181",12.9490270918458,1,43.5730815090489
"182",7.75889392953013,1,54.921972407924
"183",6.3597005093805,0,76.08696113335
"184",11.0864253370772,0,48.9363124625684
"185",5.67371251328111,1,52.8141881786554
"186",7.22078652674729,1,26.0883354323043
"187",2.56219377770786,1,74.9026073229277
"188",9.00293250394381,1,12.8949701347448
"189",7.77241295623842,0,52.5471209826281
"190",2.64289214361996,0,30.0746867057215
"191",14.1574522783331,0,70.4582642370993
"192",7.98922581978296,1,55.0982865596187
"193",5.14489025104325,0,52.9360854653785
"194",11.5460763712746,0,57.2710259039523
"195",-6.6919130489285,0,50.5959966149966
"196",11.5428586293826,0,38.9509532942502
"197",9.74945861665918,1,73.5616590927905
"198",9.48158418725592,0,69.8560478747138
"199",5.12829307203998,1,63.0911674439947
"200",-1.61321207150967,1,56.0510271285396
"201",2.06440859200753,1,68.1425643308103
"202",6.35459357443416,1,47.0987972061043
"203",7.35998872591227,1,21.3816721631403
"204",4.12266095001237,0,42.5217711308794
"205",4.92125497052335,0,35.6586990695801
"206",7.97451638400629,0,54.6921560325683
"207",4.8775900047375,1,29.3476098648708
"208",8.79276449167561,0,56.9341289236366
"209",2.08896220361764,0,56.8428757426124
"210",5.58898801644739,0,66.8156860516066
"211",7.07728841699109,1,68.5754795255783
"212",5.9019429179396,1,37.902967667016
